Id,Name,Address-Id,Street,Street Wikidata,Number,Public Slots,Residential Slots,Total Slots,Schedule,City,City Wikidata,Province,Province Wikidata,Postal Code,Neighborhood,Neighborhood Wikidata,District,District Wikidata,CoordX,CoordY,Latitude,Longitude,Telephone,Email,URLMoreInfo
13470,Aparcamiento mixto. Arquitecto Ribera,Calle Barcelo 2,calle de Barceló,https://www.wikidata.org/wiki/Q27051120,2,318,298,616,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28004,Justicia,https://www.wikidata.org/wiki/Q1992319,Centro,https://www.wikidata.org/wiki/Q1763376,440764,4475560,40.426687899755734,-3.6996173701222492,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a50e15cbed51c010VgnVCM2000000c205a0aRCRD
59060,Aparcamiento mixto. Avenida de America (intercambiador),Calle Pradena del Rincon 4,Calle Pradena del Rincon,,4,269,392,661,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28002,Prosperidad,https://www.wikidata.org/wiki/Q4776,Chamartín,https://www.wikidata.org/wiki/Q1766348,442725,4476896,40.43886083125741,-3.6766217383743345,917 376 257,intercambiador@intercambiador.net,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f3bc2c6e051c010VgnVCM2000000c205a0aRCRD
5898885,Aparcamiento mixto. Avenida de Portugal,Avenida Portugal 155,Avenida de Portugal,https://www.wikidata.org/wiki/Q26736141,155,432,437,869,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28011,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,Latina,https://www.wikidata.org/wiki/Q794954,437399,4473658,40.411180021966345,-3.7378318857463158,917 877 292,aparcamientos@madridmovilidad.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c313e26f2b3fc210VgnVCM2000000c205a0aRCRD
13475,Aparcamiento mixto. Brasil,Calle General Yagüe 11,"Calle de San Germán, Madrid",https://www.wikidata.org/wiki/Q26750807,11,226,400,626,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28020,Cuatro Caminos,https://www.wikidata.org/wiki/Q5824684,Tetuán,https://www.wikidata.org/wiki/Q1773540,441255,4478822,40.45610834965894,-3.694131675088486,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb2e15cbed51c010VgnVCM2000000c205a0aRCRD
183747,Aparcamiento mixto. Casino de la Reina,Calle Casino 3,"Calle del Casino, Madrid",https://www.wikidata.org/wiki/Q26248358,3,135,449,584,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28005,Embajadores,https://www.wikidata.org/wiki/Q2449844,Centro,https://www.wikidata.org/wiki/Q1763376,440323,4473355,40.406792648617134,-3.7046086019457167,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5f4bdc85c01c010VgnVCM2000000c205a0aRCRD
13477,Aparcamiento mixto. Condesa de Gavia,Plaza Condesa de Gavia 0,Plaza Condesa de Gavia,,0,73,79,152,9:00 h a 22:40 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28020,Cuatro Caminos,https://www.wikidata.org/wiki/Q5824684,Tetuán,https://www.wikidata.org/wiki/Q1773540,440479,4477874,40.44938567948415,-3.7019164121880888,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5f15cbed51c010VgnVCM2000000c205a0aRCRD
24103,Aparcamiento mixto. Corazon de Maria II,Calle Corazon de Maria 46,"Calle del Corazón de María, Madrid",https://www.wikidata.org/wiki/Q28940875,46,327,750,1077,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28002,Prosperidad,https://www.wikidata.org/wiki/Q4776,Chamartín,https://www.wikidata.org/wiki/Q1766348,443554,4477507,40.444421820483264,-3.666902094780133,915 563 165 / 915 195 280,aparcamientocorazondemaria@grupocogesa.es,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b74e6545f951c010VgnVCM2000000c205a0aRCRD
81736,Aparcamiento mixto. Corona Boreal,Calle Perez de Victoria ,Calle Perez de Victoria,,,120,125,245,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28023,Aravaca,https://www.wikidata.org/wiki/Q3314682,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,433707,4479153,40.45852127134047,-3.78317943069732,913 573 714,parkingcoronaboreal@hotmail.com,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db8bc2c6e051c010VgnVCM2000000c205a0aRCRD
183748,Aparcamiento mixto. Daoiz y Velarde,Avenida Ciudad de Barcelona 3,"Avenida de la Ciudad de Barcelona, Madrid",https://www.wikidata.org/wiki/Q5714227,3,312,174,486,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28007,Pacífico,https://www.wikidata.org/wiki/Q3773753,Retiro,https://www.wikidata.org/wiki/Q2002296,441999,4472969,40.40532154127827,-3.683544138638221,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f85bdc85c01c010VgnVCM2000000c205a0aRCRD
44724,Aparcamiento mixto. Diaz Porlier,Calle Diego de Leon 62,"Calle de Diego de León, Madrid",https://www.wikidata.org/wiki/Q28059485,62,203,421,624,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28006,Lista,https://www.wikidata.org/wiki/Q4779,Salamanca,https://www.wikidata.org/wiki/Q1773521,442797,4476402,40.434415601006386,-3.675728293375598,91 401 73 74,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e69946be351c010VgnVCM2000000c205a0aRCRD
